label,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle
Good,138.31760974204863,136.98383489296862,8.484222811893396,4.8348404661614905
Good,146.83244677747336,138.7567420153046,15.666648873905318,7.6347777380534305
Good,145.35225094929982,146.16210479337488,15.062204537404053,9.673817712175849
Good,143.1200206795399,142.7672361629943,14.630722910729455,8.619069469072919
Good,138.2639335749159,139.97687811432303,11.9616898121937,9.390248215715234
Good,134.4708894017466,142.66250130737947,12.30913178728379,10.357489200720378
Good,147.39578062961908,135.28478259945086,19.69838340105637,9.349482995468149
Good,142.93344663833778,135.10402059750353,15.803467188891174,7.250052897614358
Good,142.4765878492122,131.3871625995567,16.981729699734462,7.489203046832607
Good,148.09529260119422,137.71648545932612,20.6971784967855,9.849942428521816
Good,146.73725711351472,144.1807701351085,16.485559587029663,9.504914699104237
Good,147.77879590680888,139.0858764823758,16.899308259434413,7.789668165898874
Good,141.96282934285682,133.61271079095684,11.674263892903678,3.069574774948148
Good,148.66529491405632,143.00261956964235,16.98789739342962,8.451023624793068
Good,150.1679320093252,142.08193369530693,17.787937373756417,9.56814119940025
Good,150.3980516326442,143.62603111741313,18.922910919488345,7.0071631690337215
Good,149.9800287860321,144.7934465838876,18.1685922734822,9.6565514237919
Good,150.92092935595213,140.79329976097588,19.415418230620734,9.072769138038023
Good,151.413733534979,145.36574674628764,20.093079143534233,10.239169070172204
Good,148.90009070176524,140.2345024364657,21.60634020334052,12.54309118332588
Good,148.5391890517099,145.79125656346102,20.911033241414533,12.313407783990911
Good,145.455874864511,140.7378486550678,17.519907361689235,8.759262376919532
Good,150.8925200375632,143.4257407392156,21.520871026619428,9.379995297007456
Good,145.3330151177854,141.91710506760336,18.031457426465128,10.068991742015
Good,148.62961411730132,147.59434913689313,23.191743474838383,10.581929286008949
Good,144.89846651246515,152.38906969043325,19.084998658777124,16.89099224117197
Good,142.29446163257447,149.15733329522962,17.57787838111333,11.53675537797488
Good,142.6686558468412,153.68127228295688,18.09896427899316,17.27797844467971
Good,143.87053108776314,145.89208657287293,17.388409753754612,17.517210109757205
Good,144.35284577054531,151.1071817770201,17.741833920975065,15.071083680514556
Good,142.69185953102524,144.77025032699856,17.15867242748327,10.365284637888353
Good,140.9764205023112,145.10250189101706,16.653818021493542,10.857974355311814
Good,141.8435978725391,146.24260408218274,17.946642981257156,10.645790910618956
Good,143.80195568799607,145.98900141979703,17.87226343873228,8.224081578606866
Good,143.75738624613894,127.99192141727758,18.515615681075793,3.3778439696555798
Good,143.47676902873334,129.26513910387408,18.369640423365748,4.7933763733154535
Good,146.75569982476964,133.01108664719507,23.02308934317141,7.5942459884800755
Good,144.89151635867157,129.91195398820463,21.48454267621699,7.102296978388743
Good,146.3666577834092,138.12989349666415,23.19295224226307,11.160123664004027
Good,145.9056009435293,137.06019522195092,23.935860744523314,11.005880046753973
Good,146.75587788257317,138.94817061935427,23.08213664299877,14.512606910799937
Good,139.01892979451762,136.1567112165027,17.601511652586268,12.3341564363617
Good,142.83906515442922,136.9171168006555,20.577994836094597,15.598505428994896
Good,136.80005457269257,140.5203776445285,15.247489349106042,13.538981971056435
Good,128.57166680801961,120.41672571086028,7.495432025368366,3.5259653268038087
Good,144.07409123759086,125.74843266012209,17.45997036521007,5.412694079888649
Good,144.2487662286418,127.75001915059096,17.87763037260764,6.5393770262815645
Good,138.9172395591134,129.74404254181468,15.09237275810754,5.811732713183853
Good,140.7332882139705,141.03177397448107,16.593468913693016,11.589980713543286
Good,143.5773469005729,131.8737854045644,16.964684001807036,4.805698224928757
Good,142.7195583939757,146.5056353285889,16.27480609012823,14.891405978246599
Good,146.68409696229324,138.84908543907787,19.90439152281775,9.802022278255654
Good,140.66231098974322,131.38821136627513,16.321556651547084,7.234348628248108
Good,140.76975095027362,145.7651798697707,15.948016069999598,13.6892857054154
Good,138.73284235196198,138.66081824906325,15.1719281844172,11.275065778985843
Good,143.57741435962564,143.2284802133296,19.54626091534552,15.865440939556681
Good,145.7314360779388,148.84058126497163,20.821814771423732,17.103433835001137
Good,145.65777616252015,131.17768898923816,18.87816791186682,8.210453529528586
Good,134.03624831657928,136.4530020694936,11.681059766188804,11.052702273823403
Good,137.13353990320292,145.31739886406393,13.245012517464936,14.51487454036176
Good,135.22129912295532,126.83233243412573,11.193551218292841,3.8620544030989525
Good,139.74252294490154,136.6834589515736,11.584882009101737,7.6567040773183574
Good,139.3723929410287,138.1764532543786,12.414958696271361,8.107326684474925
Good,135.3201927896936,139.0216422464475,8.68786476964988,7.307415736700225
Good,137.92130475849666,143.95748289545134,9.29551026012636,8.45529672610306
Good,138.66888214198025,138.68845977285122,9.873456730002536,7.642896076508785
Good,136.111283984938,123.97818499171353,9.89105987165574,2.43019263358827
Good,134.2875601498745,139.08082496474543,7.862304324324044,7.9315280111045645
Good,133.62799103755913,142.72217647220987,9.087758756963144,9.432098927977957
Good,133.00317995982633,141.94062453354852,8.29062985731251,10.465746813154093
Good,142.55173558587492,143.6966154482339,12.871989803380787,10.06353155648607
Good,141.72210848056352,146.91606361138105,13.63411265577215,11.491218298051082
Good,141.42148385866778,132.5942877913295,13.54716024657497,4.747133872705182
Good,143.17313137366818,144.64125133446706,13.555118955275825,10.310270332682185
Good,137.59221368211007,142.3453491673952,10.33154749464081,8.762303380775192
Good,140.8964544503607,139.07199211481606,11.642524324922533,6.897282312982681
Good,139.70235892711568,138.7156809705191,11.493340503579232,6.858054992859018
Good,145.49874882182783,137.3551579119858,15.549203437144827,4.929850650898751
Good,146.7126841460933,137.3992961400614,16.41312453411781,2.7335732444829044
Good,140.43578403583373,140.9819959746104,12.282690134742964,7.492357469568009
Good,139.889467994225,136.9578635008699,12.490724689652764,6.89330733303807
