label,l_elbow,r_elbow,l_shoulder,r_shoulder,l_hip,r_hip,l_knee,r_knee
Good Curl,146.7606349873359,147.4074825391796,3.270645115405097,0.3086495989160744,175.72308488247765,176.5992281769419,178.85740740673606,179.70515939128714
Good Curl,137.29054230786622,140.35766961932816,2.6267511018689857,0.8307549596813499,176.67946838932806,176.9518445090461,178.34728594644207,179.93685754044935
Good Curl,126.83444448341271,126.81623358170258,3.3625842486020727,0.2635050961003715,175.73781000585754,176.95326202283076,178.4089875389556,179.53598094236253
Good Curl,105.56592675228829,109.74440301261099,2.9748947956417133,0.17640013866802723,176.91587980585794,177.2948719434469,176.69319684996972,178.81060643269674
Good Curl,99.08649755386597,90.7188641611708,6.640040709935299,0.09749284316489386,176.4309663473038,177.04466553771525,178.05597200772124,179.0172622185419
Good Curl,80.68941059859627,81.35542588090249,5.472051024341124,0.4877733176347375,176.18896109291876,177.7913094799702,179.41523581014457,178.85540756898192
Good Curl,104.98278473756079,66.5954896284873,4.50329887002338,0.7324395319675212,175.56833345692098,177.8804375270318,179.2567908426215,178.5379005994962
Good Curl,89.1312381385369,63.96514117723307,2.6799818240591615,0.13879010350277138,176.50183077738953,178.67569235387995,179.452683599728,178.19307204621424
Good Curl,37.536286387576354,53.00717755151212,0.5788483447373974,2.3715817561524206,176.2828181194961,178.73547622418138,179.88632092235608,178.2088939384378
Good Curl,78.67646165045716,52.44331857936573,2.1386008664449814,0.9673360378877126,176.0836919812633,178.45584430871114,179.95508809198316,178.34116960852583
Good Curl,33.1775572618185,49.838310036810675,3.186936843240923,0.03365392310691637,176.7972737022832,178.43437306414185,179.80396690536156,177.72558167559956
Good Curl,26.411450062542027,48.59218735524675,1.7949795295400104,0.6236693671509844,177.59635619083923,178.5865813454949,179.83649481304445,178.10236211753866
Good Curl,45.64471183243728,49.463414087187694,0.5927205214073293,1.467895566782803,177.02915201780237,178.47832273169448,179.4261857997282,178.65147902870615
Good Curl,30.086235550342785,49.52904852935402,1.4295525139538303,0.6892520995174078,176.24455047594336,178.21491252365803,179.43994153307423,177.98733554313705
Good Curl,92.62790286169343,63.468255015076636,1.020429611021911,0.0018314207147540488,175.03405513219525,177.47259581758814,179.62227473155124,178.6286235063096
Good Curl,91.05724678258024,84.00861824524692,5.023852470688336,1.0882047658873695,174.80824549571935,177.59015587248567,179.16106836913,178.49783233825343
Good Curl,96.84537620689635,95.46735433981227,4.851658429696965,0.44454490385980133,176.02254810050007,176.70003085695453,176.62753624902018,178.6265890954514
Good Curl,110.60500433579308,115.695137801273,2.853199393706619,0.2149266913337107,175.01367746245975,176.01360830116468,177.40568827604076,178.67799482801925
Good Curl,128.89187609121015,119.47960433549271,3.1102662410700845,0.060487303542330784,175.2493254836342,175.91566576135347,176.49556762600793,179.02535412862423
Good Curl,131.46897442258643,132.16526013469831,0.4771243035061964,2.3930164534604423,175.99595503064853,176.39828274708026,176.67969680733708,179.20610453958145
Good Curl,139.01563167755188,138.42476246683108,1.3035026311539153,1.0088503234417077,175.42986117305824,176.68648148201515,178.94873170290518,179.69016652750636
Good Curl,146.1603887374517,144.19833510857345,2.271862220407676,0.4461078832714446,175.25949961805097,176.71014586653814,179.21260052136643,179.35214942106487
Good Curl,153.37194409063727,149.71887731973376,3.1912866606682675,1.0342645045668613,175.54886122166164,176.54787925691124,179.25025412031962,179.26390841905186
Good Curl,153.74303145385016,148.58183149235776,3.61129607974451,0.6587275477151557,175.79716042370916,175.61731801743255,177.342947765673,179.8388076649684
Good Curl,153.40357628574583,151.68796312905891,4.571976215581899,0.22848217331907422,176.0385276035217,175.62940750666854,177.94156022691473,179.63548993296948
Good Curl,156.9059347637556,152.1341054367154,4.375603677561693,1.7326952199007661,175.16683731387027,175.6507378300764,178.54773766688317,179.9332864726687
Good Curl,155.88570887965733,150.53918432132613,5.002999701588642,1.0161192336997131,174.9685652201234,175.4539691696141,179.7491617682249,179.9930259898845
Good Curl,149.12987533467592,147.62461663296412,3.5124903453306806,1.7812714791491928,175.3360009592053,175.74817872757586,179.76303581968494,179.9104506854449
Good Curl,144.16911738039076,144.36806600088278,2.960912215721286,0.5056314668607932,176.26089146109894,175.97205605361154,178.51906570620437,179.9076129197716
Good Curl,144.01920400164516,138.55069546710283,1.2244573306270463,2.2764070975014454,176.58158953710839,176.54141310164516,176.90449253265083,179.40872675371264
Good Curl,131.28914065081497,126.31261857829647,2.553880349425768,1.3541191765716682,175.9021215263103,176.92755723908127,177.3675025243054,178.94257674291072
Good Curl,115.05185513457968,108.0966044367968,4.818072899351494,0.2481338709686984,175.44686302492255,175.50532375414554,177.6214701690612,179.76065713139448
Good Curl,111.00917645888562,89.29172667512421,3.797353361513152,0.9531102630085768,175.47137587742012,176.11374374191521,177.2766806627657,178.87638279204256
Good Curl,103.01787881388415,80.60592116514974,4.321922254711709,1.1247918624692514,175.76225459237986,176.88659165448408,177.80426272464226,178.4675233748846
Good Curl,86.56706305690972,66.8969307912052,4.585408868417917,1.7655490088184567,175.59744824532072,177.30661993125875,177.66619291243583,177.62363558651765
Good Curl,63.80655393349582,57.05276798131804,3.5843945132349275,0.7399755243320036,176.5087872647299,178.11247062581052,178.82422359309953,177.4437588454873
Good Curl,88.13989755511346,59.43764384505899,4.175426767232814,0.3093793547832093,175.80595426533955,178.49052282463737,178.81189079936675,178.04572369738258
Good Curl,84.78322429098182,47.64320249550236,4.6764038394718135,0.12277712476328125,176.766523201258,178.86442878253473,179.10458914127477,177.65376294698075
Good Curl,43.54876551844141,47.31126703480405,3.426568502649742,1.3011620557736698,176.02470453506376,177.8713111096963,178.3441142632637,177.60147517337538
